Group.1	P32DA1	P32DA2	P32DA3	P32DB1	P32DB2	P32DB3	P32HA1	P32HA2	P32HA3	P32HB1	P32HB2	P32HB3	P60DA1	P60DA2	P60DA3	P60DB1	P60DB2	P60DB3	P60HA1	P60HA2	P60HA3	P60HB1	P60HB2	P60HB3
P4hb	14938.519	6471.368	10491.112	15460.603	4500.577	9273.199	13023.279	4923.199	11066.775	9579.723	6462.861	12613.854	15000.007	13911.593	6891.06	17248.451	8265.844	17233.859	12870.528	6656.528	10803.274	16230.731	6664.223	12860.981
P518	354.365	441.996	334.443	278.613	399.857	233.187	298.203	280.9	235.559	467.765	330.088	237.704	202.584	294.238	234.92	174.735	288.74	116.107	238.715	323.5	156.165	222.864	276.291	148.271
P7	4259.889	1139.393	1863.608	3470.725	1313.925	1993.145	3085.49	1572.468	1890.239	3770.41	1325.457	1544.375	5340.632	1790.226	1877.994	4982.404	1776.513	2115.769	5566.429	1990.755	2092.741	4559.085	2231.602	1956.586
Pa2g4	19183.69	21310.297	9266.734	18908.39	22398.515	9332.597	15264.41	22584.986	8597.183	13755.743	20230.027	8774.794	15840.551	9891.488	9564.493	15446.115	15750.482	9786.797	15768.136	20066.332	8268.194	16239.706	18914.525	8420.119
Pabpc1	16133.57	10824.267	8395.293	17377.913	8535.167	8058.028	14802.197	7633.141	10349.49	10588.09	9311.669	9476.45	18127.335	14515.124	9475.571	18451.375	10943.2	12658.441	12286.913	9091.398	9555.733	16636.838	7789.227	9394.262
Pabpc4	5076.768	5901.76	5189.011	4620.473	4540.531	4788.794	6069.613	5317.772	5180.135	5825.302	5450.157	5306.578	4698.655	7418.42	6103.552	4478.126	4273.968	6873.157	4296.828	5101.273	5840.806	4287.611	4659.815	5984.474
Pabpn1	25283.455	13765.036	12289.162	25064.81	15452.534	11533.927	22141.771	13037.329	15978.615	18776.494	13476.17	16914.718	24648.332	19666.644	17476.771	24993.859	10649.117	17590.663	24639.623	11089.948	17093.731	23362.061	11196.712	16923.499
Pacsin1	4984.096	7682.651	2148.371	3445.226	5605.442	1927.349	4869.53	9313.16	5070.458	4239.078	7013.67	3264.243	4713.016	8656.188	4421.335	2840.646	1664.659	2733.15	8653.6	5568.187	6378.949	4301.367	2943.724	4417.333
Pacsin2	6658.099	3426.623	4247.754	6049.376	2243.544	3917.763	4739.526	4089.321	6832.052	3895.585	3448.427	6326.217	5501.54	7406.828	3768.152	5318.66	4194.824	5686.551	7394.738	5214.168	9172.432	6687.057	3929.154	6033.531
Pacsin3	5432.975	6622.073	5272.793	8580.118	7154.31	6125.377	10989.033	3696.748	4502.81	6101.276	5695.17	7648.007	5459.294	10418.014	5398.388	8511.905	5296.919	7850.741	4592.143	3343.416	3636.006	7420.539	3445.919	7357.132
Padi2	1227.562	1824.732	347.911	1147.538	1581.93	312.829	891.726	2440.408	749.925	423.43	2401.752	875.816	671.034	1374.915	337.412	729.584	2479.916	764.947	1159.108	1242.616	598.962	979.157	1004.351	543.416
Paf1	11974.741	3886.22	3957.978	12872.699	3098.734	3801.664	8529.617	4618.399	5191.621	8087.71	5415.282	4796.079	11317.552	6159.634	3448.708	12515.154	6060.153	5785.342	12899.404	4945.066	4988.436	13363.8	4281.339	5105.22
Pafah1b1	11059.877	10478.598	13879.378	12552.692	9503.625	14770.493	11169.92	8705.758	10791.602	10205.567	9433.777	12599.815	10672.852	11390.165	14061.198	10735.014	10775.9	9835.356	6941.647	10779.969	10812.816	10245.619	10523.235	10009.491
Pafah1b2	12680.92	4392.99	8248.584	13363.959	5349.756	9265.045	12137.617	5746.868	8769.472	11462.174	6795.548	8722.126	11148.543	8385.378	7085.941	11756.015	9004.805	9246.102	10907.174	8955.404	8850.389	11300.38	8971.475	9826.936
Pafah1b3	2443.494	6018.28	5710.144	1883.529	5201.22	6152.603	3785.193	8666.129	5152.07	3972.459	5311.802	4076.584	3524.116	5437.489	9753.748	2172.109	3224.698	3097.424	5842.616	7569.969	9719.559	2703.235	5340.928	5115.241
Paics	21833.19	22119.22	24504.349	21805.935	19601.463	24345.955	20147.722	21972.84	23307.801	17968.59	21786.887	22668.108	23084.92	21341.323	22769.726	22856.642	21836.347	20741.149	21995.536	23483.833	23604.432	23889.203	21538.253	21988.132
Paip1	6025.7294999999995	1631.539	4449.0779999999995	5257.8435	1291.429	4975.975	5745.2835	2355.0645	5034.341	5221.0830000000005	2459.5135	3841.132	6642.392	3349.325	5276.967000000001	6424.482	4257.76	4447.3855	5762.805	3685.962	4979.4529999999995	6337.9985	3605.7225	4506.331
Paip2	20256.754	18995.369	20385.357	19612.583	20860.265	19129.385	17805.78	19534.404	20610.558	17090.636	19150.514	19241.004	20158.009	14544.914	20908.263	19819.672	18417.75	16642.869	19085.064	20447.399	22607.218	20714.821	19112.559	19034.244
Pak1	4083.354	965.334	2315.574	3584.232	785.87	2144.174	2244.341	1220.989	3457.443	2537.896	1416.166	2633.106	3447.874	2783.323	1914.356	3249.34	2351.687	2229.54	3425.266	2520.19	4536.811	3369.892	2352.179	2965.198
Pak2	3094.341	618.822	1414.685	4185.031	600.461	1302.587	2586.173	629.513	1971.861	1145.466	806.859	1703.455	2535.654	1839.451	873.523	3682.573	2159.258	2575.005	1998.611	922.392	1878.071	2878.439	1042.754	1827.464
Pak3	2020.892	683.917	890.253	1783.831	303.015	1013.622	928.565	1198.701	1604.089	904.288	1364.677	1245.749	1664.015	1419.416	779.899	1328.966	813.806	744.107	2343.781	1519.833	1919.078	1740.093	953.02	1334.721
Pak4	309.49	375.55	209.557	396.202	244.846	268.418	248.636	465.95	185.671	270.597	608.571	255.211	327.882	502.845	297.002	360.338	351.165	355.761	284.146	261.166	207.404	363.088	231.638	309.538
Pak7	435.118	343.804	248.653	1016.751	782.682	365.961	431.44	637.313	464.806	455.402	881.877	499.604	403.072	172.572	236.011	534.544	591.635	501.433	491.434	368.782	529.006	740.743	402.852	564.218
Pald	419.258	586.657	238.631	310.673	360.364	224.104	263.551	497.078	358.769	223.515	560.909	294.733	335.944	587.318	207.761	289.41	298.367	419.426	353.902	333.063	254.236	348.276	231.196	302.517
Palm	464.859	475.659	167.956	447.737	260.415	183.049	440.653	527.943	260.836	313.115	614.486	297.348	269.376	611.038	271.078	340.178	387.527	370.54	475.026	308.682	197.404	400.06	285.682	262.449
Palmd	7247.995	4913.747	3435.079	7068.116	3068.254	2178.293	4204.727	4246.93	3973.148	4082.031	4017.943	3615.206	6228.653	3372.838	2983.913	5905.293	3694.495	3358.917	5844.63	5904.653	3744.006	5553.371	4404.211	3409.185
Pam	16299.195	6304.118	12199.374	17581.419	4320.473	12492.171	15841.144	5109.94	15779.326	13678.43	6910.146	17498.123	15836.627	15826.466	11901.383	18211.059	11146.054	19107.021	12396.793	9739.463	15535.89	17747.363	10592.191	18945.871
Pamci	732.077	441.493	1174.334	1540.979	694.782	1877.439	2040.848	410.349	848.84	1687.597	786.675	1298.791	1065.37	517.141	1319.822	1662.081	1184.272	1394.441	666.536	389.054	604.08	1559.3	776.572	1351.961
Pank1	2197.223	3150.926	1759.356	1713.738	3712.949	1641.174	1942.804	4347.463	2051.063	1972.047	3749.062	1688.483	2104.914	2296.362	2043.993	1616.924	1601.208	1174.902	2815.454	3027.174	2126.885	2289.676	2841.493	1573.324
Pank2	4101.245	1819.127	4489.2	4139.1	2524.695	4686.557	3510.164	1663.523	3728.946	4033.165	1646.624	3628.749	5489.979	3006.503	4222.276	5069.071	2334.246	3468.788	4308.982	2612.961	3849.628	5150.775	2472.978	3706.06
Pank4	2222.587	7572.387	3225.866	1681.652	4787.021	3090.098	1855.538	5886.382	4484.979	2297.167	4125.564	3515.426	2764.866	4769.587	4751.202	1960.716	1660.836	2597.718	3379.2	4466.966	5625.035	2245.942	2384.627	3686.121
Panx1	1981.815	1838.668	1539.394	1588.222	1527.582	1241.887	1300.618	1197.078	1821.111	1657.117	1071.372	1575.283	2090.819	3060.782	3982.247	1545.511	573.588	2088.634	2006.493	983.892	3240.662	1539.176	810.533	2325.658
Panx2	550.243	1816.948	153.83	458.196	845.64	153.214	504.675	2868.586	518.057	443.241	1907.901	325.153	469.642	1925.59	455.668	368.392	621.393	366.874	1282.721	1261.605	935.57	600.509	765.27	584.815
Panx3	542.423	237.794	1130.59	852.645	566.073	2072.514	242.035	234.412	1027.488	867.44	303.483	2020.334	67.338	154.611	223.88	366.542	679.029	387.157	71.113	139.437	73.848	303.706	484.254	754.882
Papd1	4265.537	486.647	3663.068	4062.62	563.52	3361.624	2349.11	649.118	3455.407	2332.605	561.476	3215.985	4111.483	2661.398	2590.645	4022.458	1844.207	3072.327	3207.254	1473.048	4416.582	4044.867	1380.323	3502.489
Papd4	3419.808	1935.294	3389.283	3921.397	1847.592	3429.719	3304.501	1613.374	3023.126	2943.111	1955.751	3433.83	3409.555	2541.914	2916.647	3534.891	4448.215	3371.181	2270.135	3181.06	2621.651	3291.352	3953.865	2659.419
Papola	10481.807333333334	8280.393	6814.054666666666	10729.069	7312.004000000001	6673.489333333333	9210.705666666667	6636.3116666666665	7161.193666666666	7523.353	7066.005666666667	6048.147666666667	8801.653666666667	4858.484666666666	8007.801666666666	8211.105666666666	6536.341333333334	8271.857333333333	7273.5616666666665	6917.0869999999995	7800.95	7912.812	6220.424	7319.3533333333335
Papolg	10412.069	4103.12	6591.995	8922.026	2790.543	5805.91	6567.525	5517.565	8790.27	6350.255	5904.422	8136.978	9408.332	7084.563	6238.694	8947.693	4651.577	6844.625	7686.746	6412.227	9257.36	8448.421	6322.528	7795.486
Pappa	1061.869	3521.134	569.984	488.895	2435.539	212.871	547.674	3154.102	646.571	443.788	1680.821	302.27	797.937	441.087	609.905	391.38	537.507	227.538	1174.087	1432.889	688.85	468.317	581.147	283.817
Papss1	136.779	352.308	261.226	94.165	481.652	214.522	92.169	391.193	303.892	113.402	242.767	245.412	290.92	315.545	195.347	335.286	364.67	286.447	264.692	399.31	271.371	299.526	316.7	177.31
Paqr3	2279.264	2015.237	2361.98	2258.903	1969.934	2505.358	2073.458	2486.523	2847.882	2960.73	2127.115	2257.233	2180.074	1861.427	2314.706	2185.294	2866.065	2976.991	2755.232	3108.923	3370.774	2677.082	3199.444	3332.96
Paqr4	3651.276	3316.931	3569.383	3083.617	2404.52	3357.529	2526.02	5645.681	6683.323	2967.093	3692.505	4567.625	2897.914	9559.245	5426.404	2279.884	1926.345	4242.045	5597.243	3981.697	7277.187	3375.292	2488.425	4202.666
Pard3	923.664	1798.298	410.657	798.422	1593.29	419.677	903.068	1008.403	613.165	623.646	1111.563	691.316	818.171	1244.695	528.341	776.643	854.518	611.775	685.707	614.353	685.028	761.421	697.774	693.054
Pard6a	1136.977	5518.62	4141.358	1064.995	5069.821	3410.568	1468.283	4902.962	4096.136	1753.365	3826.974	2707.504	1252.009	3037.038	5471.064	790.747	1141.436	2436.761	1808.555	4242.077	4830.058	1009.402	2747.326	3318.392
Parg	3324.814	701.056	2099.819	3222.512	480.515	2365.922	3116.268	877.562	3264.464	2750.156	903.396	2794.502	3025.131	2858.532	2123.53	3096.061	865.605	3186.925	2985.304	1099.159	4027.837	2896.467	902.767	3581.909
Park2	292.014	209.2	165.185	287.9	275.373	220.096	287.262	341.903	294.375	138.538	319.735	256.013	263.583	260.209	202.096	299.268	364.561	300.606	359.833	414.624	348.414	322.817	378.546	342.028
Park7	34662.803	42787.53	38333.476	33515.197	44092.964	39204.351	35564.504	45546.281	39562.284	37405.453	45691.682	38878.687	34303.28	37875.536	42312.896	31464.774	40438.506	37753.199	37397.453	44978.936	42662.167	35057.949	44390.186	41794.308
Parp1	4832.358	8471.271	3815.488	4505.058	6021.842	3069.591	4727.876	5870.044	5246.613	3314.412	5616.151	4632.226	4455.391	6358.061	4387.595	4283.112	4871.347	5857.277	4986.833	5130.433	6290.135	4397.835	4250.101	5418.998
Parp12	1225.797	613.716	1517.021	1392.881	441.575	1538.289	1276.803	221.347	958.781	895.833	362.8	1198.787	1287.71	1137.717	820.991	1849.759	735.568	2458.528	585.312	618.582	1841.673	1116.493	686.755	1955.506
Parp16	672.09	585.834	466.94	687.455	313.292	448.576	676.639	309.709	599.897	504.703	394.857	635.774	621.299	931.794	470.858	753.73	530.959	685.799	736.068	434.305	574.071	703.155	564.806	647.053
Parp2	5685.541	6638.608	7275.788	5536.014	7021.509	7292.07	5343.031	6569.706	6376.875	6237.699	7611.414	6659.718	6709.673	5058.828	7623.466	6713.935	7882.404	7464.649	5979.252	7662.485	6069.386	6944.301	8245.659	6780.932
Parp3	3349.546	3579.71	2692.079	3487.863	2165.598	2753.21	5022.084	2066.849	2089.171	3472.902	2268.023	2352.257	4662.313	5485.633	2613.828	5593.067	2463.406	3973.29	3513.042	1958.068	2412.441	3374.2	1761.128	3030.073
Parp9	4053.053	2183.617	4140.664	6178.36	1638.034	4139.271	4504.749	568.026	1965.569	2617.028	1465.975	3093.118	4040.254	2810.343	2779.385	4951.088	4260.7	4568.879	1222.77	3244.025	3827.447	3169.526	2492.478	3629.258
Pars2	473.939	1026.418	656.612	443.911	578.244	606.29	543.301	814.256	800.945	375.938	744.1	664.265	462.859	774.075	606.609	428.666	476.943	793.579	659.392	595.706	955.91	442.448	584.913	725.481
Parva	3333.399	5523.588	2298.411	3268.82	6339.832	2236.32	3955.541	3534.562	1375.48	4181.143	3837.705	1473.869	2838.233	2691.963	2262.873	3087.896	6507.823	2348.645	2258.847	3195.112	1027.082	2533.199	3910.269	1701.255
Parvb	347.377	522.436	531.174	450.297	599.392	656.96	696.481	556.641	536.707	601.726	560.701	540.862	240.947	804.149	396.614	384.278	854.265	553.653	308.745	519.317	344.87	351.058	547.646	503.047
Pawr	1053.446	122.081	1060.324	1058.842	98.84	1153.731	1287.946	89.155	860.892	992.876	121.096	938.204	1255.748	905.457	837.135	1212.312	523.336	1010.129	807.994	319.529	845.974	1180.146	413.168	1008.36
Pax6	230.723	87.899	123.932	1051.864	117.547	197.406	997.164	86.479	210.556	581.633	160.875	273.559	764.834	58.963	148.397	1147.676	625.864	741.252	192.156	83.207	108.075	966.904	279.606	566.106
Pbef1	904.104	698.279	1356.673	1044.507	179.035	1355.244	976.779	621	969.503	817.648	794.387	958.397	1020.122	953.579	680.989	1238.554	4816.644	1193.706	795.795	2519.465	1087.895	929.64	2335.617	1245.145
Pbk	1106.829	575.929	1371.48	989.407	665.943	1133.191	590.121	92.716	264.813	521.861	211.59	469.609	888.466	275.14	762.2	787.9	951.22	444.685	34.155	98.986	97.37	316.526	267.036	295.727
Pbx1	1538.766	1574.3575	1351.843	1351.063	1689.577	1295.5915	1744.289	1715.9589999999998	994.9965	1689.2665	1810.5445	1149.5855	1541.22	1303.952	1230.0355	1407.6795	1709.1875	1122.6570000000002	1334.6480000000001	1490.2355	1015.165	1052.54	1691.9215	1151.581
Pbx2	1131.997	565.804	529.89	962.085	396.321	481.658	1005.583	809.51	710.012	485.844	711.91	727.157	875.77	1811.141	556.348	1136.257	623.34	856.856	1187.578	558.963	838.206	1010.438	448.252	755.228
Pbx3	3760.3905	2983.3914999999997	1577.2115000000001	5479.959	2562.593	2073.3175	2622.0605	3583.9294999999997	2888.5195000000003	3121.286	4218.776	2326.5125	4404.7595	2649.962	1658.196	6345.51	2928.111	4996.3150000000005	5502.95	3934.7425	3332.3135	6325.0185	3683.636	4587.5265
Pbxip1	1104.964	1865.076	703.812	1333.073	1289.37	764.46	2130.117	1006.436	1020.901	445.76	1698.75	1894.42	812.991	3194.549	801.175	1345.474	578.682	1818.102	699.157	206.735	649.957	1004.366	273.763	1119.705
Pc	1114.503	3665.35	691.967	1132.885	2112.325	752.864	1971.341	3389.379	1372.204	1021.562	2962.362	1190.268	1119.106	2195.264	975.436	1183.475	1175.545	1514.117	1878.196	961.982	1479.411	1334.178	668.701	1348.153
Pcaf	4493.614	596.614	3582.097	4877.295	249.613	3969.642	3517.283	444.036	6275.792	3830.205	745.954	5606.524	4741.777	4606.684	3275.069	5192.927	3525.689	6985.77	3424.667	1928.492	5919.261	4295.647	2183.943	6724.297
Pcbd1	1453.624	3160.029	3106.802	1101.813	3951.394	3355.329	1836.644	5365.573	2183.347	3155.235	4337.637	1844.814	2134.218	2001.252	4411.032	1214.635	3241.939	1777.4	3098.332	5012.326	3349.133	1407.866	5091.965	3195.249
Pcbp2	21762.002	34175.262	20035.237	23482.259	32641.445	20156.984	29347.892	31741.475	15347.753	27160.432	31503.234	18263.995	21789.676	24979.703	23740.327	20592.386	30349.288	21076.402	19126.018	34125.69	17585.663	19586.841	33683.555	19646.764
Pcbp3	11240.899	10162.379	6690.854	9164.023	7280.106	5885.408	6508.26	13359.021	12440.774	6702.532	11104.503	8314.312	9449.222	17987.289	11162.566	7731.659	8255.065	8069.207	13612.159	12920.599	14805.366	9583.725	8587.526	10007.935
Pcbp4	6963.662	10378.681	7642.311	5616.674	5764.06	7298.601	5537.627	9793.281	6744.067	3616.893	8723.679	8614.588	5575.485	15464.841	6691.225	5500.471	6012.279	8401.229	7274.898	5675.518	6132.255	6310.272	4370.925	6306.047
Pccb	3161.985	6203.643	5355.343	3370.708	5268.996	5935.775	3735.633	4744.321	5007.425	3596.191	4758.402	5695.402	3715.116	4930.701	5982.502	4138.563	3651.725	5514.082	3110.697	4178.147	4607.111	4153.901	3890.242	5485.895
Pcdh17	3805.0860000000002	1874.4080000000001	645.106	2485.6935000000003	704.9794999999999	491.306	1909.5099999999998	846.7455	662.736	450.8085	974.8395	477.5905	3311.9685	2296.2805	788.4359999999999	2940.6715000000004	1949.8564999999999	1295.7134999999998	1335.312	524.934	611.3164999999999	1342.8305	722.7535	573.4425
Pcdh18	649.502	731.966	418.225	722.084	403.458	301.216	524.876	490.274	552.013	482.637	463.776	553.991	590.441	622.009	208.307	733.041	1984.721	724.629	599.748	642.575	521.749	639.337	808.01	669.324
Pcdh19	2163	5765.23	2426.874	2292.534	7272.042	2688.281	4644.006	4256.664	2142.732	3285.766	4300.745	2420.808	3071.026	3172.491	2823.459	3167.3	4540.743	2298.491	2191.878	3283.308	2165.536	3183.765	3668.677	2538.718
Pcdh20	1114.067	199.546	699.079	601.11	167.354	292.689	321.382	348.71	1635.746	413.989	198.3	908.706	1012.303	1022.19	696.499	587.758	558.883	630.772	1183.315	945.24	2127.105	685.249	480.12	709.058
Pcdh3	597.469	558.103	851.449	640.744	455.4	690.929	786.493	268.766	566.711	882.407	346.123	623.316	859.088	845.951	748.336	886.998	308.547	770.27	474.086	283.211	672.341	627.806	265.479	704.282
Pcdh7	1098.032	1410.217	1060.675	1316.566	1654.457	1084.832	1099.695	1489.227	1102.536	1067.518	1085.194	1662.147	1105.925	686.845	1296.197	1228.802	1983.914	1207.178	807.29	1284.171	986.703	1015.478	1768.674	1164.67
Pcdh9	2012.3186666666666	2760.5963333333334	1220.7503333333334	4516.209666666667	4981.453	4510.868333333334	3731.4966666666664	2593.7553333333335	2016.0646666666669	2959.2456666666667	5590.269666666667	3177.3616666666667	1907.945	955.5526666666667	1565.3793333333333	3398.3793333333333	2879.9883333333332	2038.975	1715.0346666666667	1696.875	1335.8253333333332	3827.163666666667	2807.9086666666667	2658.3873333333336
Pcdha1	765.739	2342.466	379.639	632.374	1287.323	291.657	541.926	2000.846	533.705	472.152	1483.475	318.687	399.582	271.876	410.331	360.682	369.72	202.353	397.643	758.057	527.383	289.672	609.704	251.871
Pcdha11	262.063	1147.893	350.318	166.265	375.52	250.468	199.702	1346.73	483.607	134.052	749.534	214.341	206.089	193.611	466.294	113.616	136.332	179.945	351.053	723.203	570.483	141.678	316.282	254.403
Pcdha12	132.929	1204.194	267.91	77.028	542.781	238.41	186.526	1028.627	285.918	180.206	581.034	251.42	231.724	126.998	359.587	127.904	61.27	101.716	440.406	435.069	443.846	190.822	136.044	183.898
Pcdha13	211.649	1772.703	337.922	196.937	1082.398	358.671	389.434	1097.352	475.738	213.66	740.646	313.067	201.992	246.152	457.81	201.72	191.389	287.72	312.572	577.246	398.615	186.599	577.807	293.547
Pcdha2	454.267	4066.158	655.435	299.683	2498.463	553.671	479.148	4330.964	1013.895	489.53	2802.601	639.951	478.32	388.312	1002.865	196.788	205.962	348.132	924.522	1867.465	1272.686	352.069	737.214	523.399
Pcdha3	361.781	3982.05	330.788	229.637	2513.051	299.637	380.154	4071.362	476.54	454.687	2442.656	307.898	656.09	588.554	406.512	499.664	484.363	188.485	964.832	1683.334	546.123	625.947	1135.162	304.648
Pcdha4	915.083	5757.568	1126.846	786.368	3202.428	1140.864	1329.783	4074.628	1412.982	864.466	2920.52	1297.499	1117.121	653.572	1539.16	869.421	604.695	1013.528	1579.369	1992.188	1412.549	890.438	944.342	808.175
Pcdha5	126.011	763.392	364.285	112.869	312.494	339.138	199.244	1116.484	594.301	115.485	774.63	354.365	153.38	206.195	411.457	102.406	109.379	263.646	253.209	331.381	503.082	133.332	120.313	303.695
Pcdha6	154.754	1883.756	140.097	131.858	1417.652	175.362	282.031	1440.058	341.304	90.164	1050.589	207.204	204.937	171.487	151.526	138.474	105.152	133.069	393.849	207.794	326.377	210.671	97.037	178.577
Pcdha7	137.042	5796.677	501.068	88.558	4682.084	435.634	183.887	5273.906	688.567	148.953	3611.084	430.871	207.645	341.578	563.173	112.187	250.308	204.405	462.6	1367.701	680.416	161.793	810.767	319.798
Pcdha8	198.842	1514.97	413.272	135.53	816.934	454.747	215.193	2004.793	609.192	188.435	671.994	261.747	162.003	218.731	519.438	88.177	214.714	181.558	264.526	1197.207	686.536	146.029	706.473	279.629
Pcdha9	719.696	5003.332	660.693	530.766	2827.357	635.916	534.308	2763.728	1116.189	268.558	1944.849	784.855	572.867	623.578	797.763	373.713	591.672	552.603	830.706	1532.581	1052.141	451.046	700.75	612.94
Pcdhac2	3060.533	12969.787	1625.388	1763.669	9937.949	1521.045	2660.234	17909.152	3739.714	3719.845	10301.9	1989.115	3139.963	1930.796	2752.314	1721.182	2265.672	1001.44	7082.368	7852.331	4021.086	2732.424	4635.771	1703.861
